index,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Gr_Liv_Area,Bsmt_Full_Bath,Full_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Open_Porch_SF,Enclosed_Porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,y
1736,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,73,8899,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,One_Story,Good,Average,2007,2007,Gable,Good,Typical,PConc,Good,Typical,Av,1316,1340,GasA,Excellent,Y,SBrkr,1340,0,1340,0,2,3,1,Good,6,Typ,0,No_Fireplace,Attchd,2,396,Typical,Typical,Paved,30,0,0,0,No_Pool,No_Fence,None,0,8,2007,New,Partial,C
1718,One_Story_PUD_1946_and_Newer,Residential_Low_Density,41,6289,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,TwnhsE,One_Story,Above_Average,Average,2005,2006,Gable,Good,Typical,PConc,Good,Typical,Av,600,1362,GasA,Excellent,Y,SBrkr,1362,0,1362,1,2,2,1,Good,6,Typ,1,Good,Attchd,2,460,Typical,Typical,Paved,28,0,0,0,No_Pool,No_Fence,None,0,6,2007,WD ,Normal,B
2424,One_Story_PUD_1946_and_Newer,Residential_Medium_Density,0,3072,Pave,No_Alley_Access,Regular,Lvl,AllPub,TwnhsE,One_Story,Good,Average,2004,2004,Hip,Good,Typical,PConc,Good,Typical,No,306,1365,GasA,Excellent,Y,SBrkr,1548,0,1548,1,2,2,1,Good,7,Typ,1,Typical,Attchd,2,388,Typical,Typical,Paved,20,0,0,0,No_Pool,No_Fence,None,0,9,2006,WD ,Normal,B
2735,Split_or_Multilevel,Residential_Low_Density,0,19690,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,SLvl,Above_Average,Good,1966,1966,Flat,Good,Good,CBlock,Good,Typical,Av,697,697,GasA,Typical,Y,SBrkr,1575,626,2201,0,2,4,1,Good,8,Typ,1,Good,Attchd,2,432,Good,Good,Paved,236,0,0,738,Good,Good_Privacy,None,0,8,2006,WD ,Alloca,B
882,Two_Story_1946_and_Newer,Residential_Low_Density,64,8633,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,Two_Story,Above_Average,Average,2005,2005,Gable,Good,Typical,PConc,Good,Typical,No,545,738,GasA,Excellent,Y,SBrkr,738,738,1476,1,2,3,1,Good,7,Typ,0,No_Fireplace,Attchd,2,540,Typical,Typical,Paved,35,0,0,0,No_Pool,No_Fence,None,0,2,2009,WD ,Normal,C
874,Two_Story_1946_and_Newer,Residential_Low_Density,70,8750,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,Two_Story,Good,Average,1996,1996,Gable,Good,Typical,PConc,Good,Typical,No,880,880,GasA,Excellent,Y,SBrkr,909,807,1716,0,2,2,1,Good,7,Typ,1,Typical,Attchd,2,512,Typical,Typical,Paved,120,0,0,0,No_Pool,No_Fence,None,0,7,2009,WD ,Normal,C
1893,Two_Story_1946_and_Newer,Residential_Low_Density,80,8800,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,Two_Story,Above_Average,Good,1964,1997,Gable,Typical,Good,CBlock,Typical,Typical,No,431,845,GasA,Excellent,Y,SBrkr,845,1309,2154,0,2,5,1,Typical,8,Typ,1,Good,Attchd,2,539,Typical,Typical,Paved,0,0,161,0,No_Pool,Minimum_Privacy,None,0,7,2007,WD ,Normal,B
1056,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,105,13693,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Very_Good,Average,2007,2007,Hip,Good,Typical,PConc,Excellent,Typical,Gd,195,2418,GasA,Excellent,Y,SBrkr,2464,0,2464,1,2,4,1,Excellent,9,Typ,1,Excellent,Attchd,3,650,Typical,Typical,Paved,78,0,0,0,No_Pool,No_Fence,None,0,8,2008,WD ,Normal,A
2015,One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,52,6240,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_and_Half_Fin,Average,Good,1930,1992,Gable,Typical,Typical,BrkTil,Typical,Typical,No,966,966,GasA,Excellent,Y,SBrkr,1014,412,1426,0,1,3,1,Typical,6,Typ,1,Good,Detchd,1,230,Fair,Typical,Paved,0,96,0,0,No_Pool,Good_Privacy,None,0,7,2007,WD ,Normal,D
1037,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,12735,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,One_Story,Below_Average,Average,1972,1972,Hip,Typical,Typical,CBlock,Typical,Typical,No,264,864,GasA,Typical,Y,SBrkr,864,0,864,0,1,3,1,Typical,5,Typ,0,No_Fireplace,Detchd,2,576,Typical,Typical,Paved,0,0,0,0,No_Pool,Minimum_Wood_Wire,None,0,4,2008,COD,Normal,E
174,One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,60,5790,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,Two_Story,Fair,Above_Average,1915,1950,Gambrel,Good,Good,CBlock,Fair,Typical,No,840,840,GasA,Good,N,SBrkr,840,765,1605,0,2,3,2,Typical,8,Typ,0,No_Fireplace,Detchd,1,379,Typical,Typical,Paved,0,202,0,0,No_Pool,No_Fence,None,0,5,2010,WD ,Normal,E
2667,Duplex_All_Styles_and_Ages,Residential_Medium_Density,33,5976,Pave,No_Alley_Access,Regular,Lvl,AllPub,Duplex,Two_Story,Average,Good,1920,1950,Hip,Typical,Typical,PConc,Typical,Typical,No,624,624,GasA,Good,N,FuseA,624,624,1248,0,2,2,2,Typical,8,Typ,0,No_Fireplace,No_Garage,0,0,No_Garage,No_Garage,Dirt_Gravel,130,256,0,0,No_Pool,No_Fence,None,0,12,2006,WD ,Normal,E
2681,One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,51,6120,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_and_Half_Fin,Average,Good,1930,1984,Gable,Typical,Good,BrkTil,Typical,Typical,No,741,741,GasA,Good,Y,SBrkr,741,583,1324,0,1,3,1,Good,7,Typ,0,No_Fireplace,Detchd,1,180,Fair,Typical,Paved,0,55,0,0,No_Pool,No_Fence,None,0,2,2006,WD ,Normal,E
963,Two_Story_1946_and_Newer,Residential_Low_Density,0,9839,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,Two_Story,Above_Average,Very_Good,1980,2006,Gable,Typical,Good,PConc,Good,Typical,No,250,712,GasA,Excellent,Y,SBrkr,1375,862,2237,0,2,3,1,Good,7,Typ,1,Typical,BuiltIn,2,440,Typical,Typical,Paved,24,0,0,0,No_Pool,No_Fence,Shed,2500,2,2009,WD ,Normal,B
1168,One_Story_PUD_1946_and_Newer,Floating_Village_Residential,0,4538,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,TwnhsE,One_Story,Excellent,Average,2001,2001,Gable,Good,Typical,PConc,Excellent,Typical,Av,306,1310,GasA,Excellent,Y,SBrkr,1310,0,1310,1,1,1,1,Good,5,Typ,1,Typical,Attchd,2,545,Typical,Typical,Paved,45,0,0,0,No_Pool,No_Fence,None,0,7,2008,WD ,Normal,A
825,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,122,11923,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,One_Story,Excellent,Average,2007,2007,Gable,Good,Typical,PConc,Excellent,Typical,No,1800,1800,GasA,Excellent,Y,SBrkr,1800,0,1800,0,2,2,1,Excellent,7,Typ,0,No_Fireplace,Attchd,2,702,Typical,Typical,Paved,136,0,0,0,No_Pool,No_Fence,None,0,5,2009,WD ,Normal,B
1904,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,50,5175,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Average,Very_Good,1958,2000,Gable,Typical,Typical,CBlock,Typical,Typical,No,254,808,GasA,Excellent,Y,SBrkr,808,0,808,0,1,2,1,Typical,5,Typ,0,No_Fireplace,Detchd,1,308,Typical,Typical,Dirt_Gravel,0,0,0,0,No_Pool,No_Fence,None,0,7,2007,COD,Normal,E
76,Two_Story_1946_and_Newer,Residential_Low_Density,70,11218,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,Two_Story,Above_Average,Average,1992,1992,Gable,Good,Typical,PConc,Good,Typical,No,1055,1055,GasA,Excellent,Y,SBrkr,1055,790,1845,0,2,3,1,Good,8,Typ,1,Typical,Attchd,2,462,Typical,Typical,Paved,104,0,0,0,No_Pool,Good_Privacy,Shed,400,5,2010,WD ,Normal,C
2583,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,75,11310,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Above_Average,Average,1954,1954,Hip,Typical,Typical,CBlock,Typical,Typical,No,1367,1367,GasA,Excellent,Y,SBrkr,1375,0,1375,0,1,2,1,Typical,5,Typ,1,Typical,Attchd,2,451,Typical,Typical,Paved,30,0,0,0,No_Pool,No_Fence,None,0,6,2006,WD ,Normal,D
2469,One_Story_1946_and_Newer_All_Styles,Floating_Village_Residential,60,7200,Pave,Paved,Regular,Lvl,AllPub,OneFam,One_Story,Good,Average,2006,2006,Gable,Good,Typical,PConc,Good,Good,No,1293,1293,GasA,Excellent,Y,SBrkr,1301,0,1301,1,2,2,1,Good,5,Typ,1,Good,Attchd,2,572,Typical,Typical,Paved,121,0,0,0,No_Pool,No_Fence,None,0,8,2006,New,Partial,C
577,Split_or_Multilevel,Residential_Low_Density,80,9600,Pave,No_Alley_Access,Regular,Low,AllPub,OneFam,SLvl,Very_Good,Average,1976,1976,Gable,Good,Good,CBlock,Typical,Typical,No,392,392,GasA,Excellent,Y,SBrkr,1487,1012,2499,0,2,4,1,Typical,5,Typ,1,Good,Attchd,2,527,Typical,Typical,Paved,64,0,0,0,No_Pool,No_Fence,None,0,1,2009,WD ,Abnorml,C
699,Two_Story_1945_and_Older,Residential_Medium_Density,60,6600,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,Two_Story,Average,Below_Average,1892,1965,Gable,Typical,Typical,Stone,Typical,Typical,No,994,994,GasA,Typical,N,SBrkr,1378,994,2372,0,2,4,2,Typical,11,Min2,0,No_Fireplace,Attchd,1,432,Typical,Typical,Paved,287,0,0,0,No_Pool,No_Fence,None,0,12,2009,WD ,Normal,E
1853,One_Story_PUD_1946_and_Newer,Residential_Low_Density,50,9466,Pave,No_Alley_Access,Moderately_Irregular,Lvl,AllPub,TwnhsE,One_Story,Very_Good,Average,1994,1995,Gable,Good,Typical,PConc,Good,Typical,Gd,0,1494,GasA,Excellent,Y,SBrkr,1494,0,1494,1,1,1,1,Good,5,Typ,1,Good,Attchd,2,478,Typical,Typical,Paved,30,0,217,0,No_Pool,No_Fence,None,0,5,2007,WD ,Normal,B
1835,One_Story_PUD_1946_and_Newer,Floating_Village_Residential,80,3523,Pave,Paved,Slightly_Irregular,Lvl,AllPub,TwnhsE,One_Story,Very_Good,Average,2006,2007,Gable,Good,Typical,PConc,Good,Typical,No,1081,1141,GasA,Excellent,Y,SBrkr,1151,0,1151,1,2,2,1,Good,5,Typ,0,No_Fireplace,Attchd,2,484,Typical,Typical,Paved,60,0,0,0,No_Pool,No_Fence,None,0,2,2007,New,Partial,C
1375,Two_Family_conversion_All_Styles_and_Ages,Residential_Low_Density,62,10106,Pave,No_Alley_Access,Regular,Lvl,AllPub,TwoFmCon,One_and_Half_Fin,Average,Good,1940,1999,Gable,Typical,Good,BrkTil,Typical,Typical,No,112,644,GasA,Good,Y,SBrkr,808,547,1355,1,2,4,2,Typical,6,Typ,0,No_Fireplace,No_Garage,0,0,No_Garage,No_Garage,Paved,0,0,0,0,No_Pool,No_Fence,None,0,9,2008,WD ,Normal,D
2216,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,0,11275,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,OneFam,One_and_Half_Fin,Above_Average,Good,1932,1950,Gable,Typical,Typical,CBlock,Typical,Typical,Mn,0,854,GasA,Typical,Y,SBrkr,1096,895,1991,0,1,3,1,Typical,7,Typ,1,Good,Detchd,2,432,Typical,Fair,Paved,0,19,0,0,No_Pool,No_Fence,None,0,3,2007,WD ,Normal,B
1472,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,9135,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Good,Average,2002,2003,Gable,Good,Typical,PConc,Good,Typical,Av,726,1536,GasA,Excellent,Y,SBrkr,1536,0,1536,1,2,3,1,Good,7,Typ,0,No_Fireplace,Attchd,2,532,Typical,Typical,Paved,74,0,0,0,No_Pool,No_Fence,None,0,12,2008,WD ,Normal,B
2664,Two_Story_1945_and_Older,Residential_Medium_Density,60,7200,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,Two_Story,Good,Good,1920,1950,Hip,Typical,Typical,BrkTil,Fair,Typical,No,596,596,GasA,Excellent,Y,SBrkr,998,764,1762,1,1,4,1,Good,8,Typ,0,No_Fireplace,Detchd,2,576,Typical,Typical,Dirt_Gravel,0,221,0,0,No_Pool,No_Fence,None,0,10,2006,WD ,Normal,D
2300,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,11000,Pave,No_Alley_Access,Moderately_Irregular,Lvl,AllPub,OneFam,One_Story,Average,Above_Average,1976,2003,Gable,Typical,Typical,PConc,Good,Typical,No,0,1090,GasA,Typical,Y,SBrkr,1178,0,1178,1,1,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,2,502,Typical,Typical,Paved,44,0,88,0,No_Pool,Minimum_Privacy,None,0,6,2007,WD ,Normal,D
1252,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,80,8480,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_and_Half_Fin,Average,Average,1947,1950,Gable,Typical,Typical,CBlock,Typical,Typical,No,390,832,GasA,Typical,Y,SBrkr,832,384,1216,0,1,2,1,Typical,6,Typ,0,No_Fireplace,Detchd,1,336,Typical,Typical,Paved,0,102,0,0,No_Pool,No_Fence,None,0,10,2008,COD,Abnorml,E
2240,One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,75,13710,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_and_Half_Fin,Average,Average,1950,1950,Gable,Typical,Typical,CBlock,Typical,Typical,No,490,910,GasA,Typical,Y,FuseA,910,648,1558,0,1,4,1,Typical,6,Typ,0,No_Fireplace,Attchd,1,282,Typical,Typical,Paved,0,0,0,0,No_Pool,Minimum_Privacy,None,0,6,2007,WD ,Normal,D
627,Two_Story_1946_and_Newer,Residential_Low_Density,100,13000,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,Two_Story,Above_Average,Above_Average,1968,1968,Gable,Typical,Good,CBlock,Good,Typical,No,448,896,GasA,Typical,Y,SBrkr,1182,960,2142,0,2,4,1,Good,8,Typ,1,Good,Attchd,1,509,Typical,Typical,Paved,72,0,252,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,C
1135,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,66,13695,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Average,Average,2004,2004,Gable,Typical,Typical,PConc,Typical,Typical,No,468,1114,GasA,Excellent,Y,SBrkr,1114,0,1114,1,1,3,1,Good,6,Typ,0,No_Fireplace,Detchd,2,576,Typical,Typical,Paved,102,0,0,0,No_Pool,No_Fence,None,0,6,2008,WD ,Normal,D
1575,Two_Story_1946_and_Newer,Residential_Low_Density,107,12852,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,OneFam,Two_Story,Very_Good,Average,2007,2007,Gable,Good,Typical,PConc,Good,Typical,Av,150,920,GasA,Excellent,Y,SBrkr,920,860,1780,1,2,3,1,Good,6,Typ,1,Good,Attchd,2,612,Typical,Typical,Paved,192,0,0,0,No_Pool,No_Fence,None,0,1,2008,New,Partial,B
2286,PUD_Multilevel_Split_Level_Foyer,Residential_Medium_Density,0,1533,Pave,No_Alley_Access,Regular,Lvl,AllPub,Twnhs,SLvl,Below_Average,Average,1970,1970,Gable,Typical,Typical,CBlock,Good,Typical,Av,27,530,GasA,Typical,Y,SBrkr,530,462,992,1,1,2,1,Typical,4,Typ,0,No_Fireplace,BuiltIn,1,297,Typical,Typical,Paved,97,0,0,0,No_Pool,No_Fence,None,0,7,2007,WD ,Normal,E
1404,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,50,5190,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_and_Half_Fin,Good,Average,1948,1950,Gable,Typical,Typical,CBlock,Typical,Typical,No,570,570,GasA,Typical,Y,SBrkr,617,462,1079,0,1,2,1,Typical,5,Typ,1,Good,Attchd,1,249,Typical,Typical,Paved,0,0,0,0,No_Pool,No_Fence,None,0,1,2008,WD ,Normal,D
1524,Two_Story_1945_and_Older,Residential_Low_Density,79,11526,Pave,No_Alley_Access,Slightly_Irregular,Bnk,AllPub,OneFam,Two_and_Half_Fin,Above_Average,Good,1922,1994,Gable,Typical,Typical,BrkTil,Excellent,Typical,No,588,588,GasA,Fair,Y,SBrkr,1423,748,2555,0,2,3,1,Typical,11,Min1,1,Good,Detchd,2,672,Typical,Typical,Paved,0,0,0,0,No_Pool,No_Fence,None,0,9,2008,WD ,Normal,C
2531,Split_or_Multilevel,Residential_Low_Density,75,9750,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,SLvl,Average,Average,1967,1967,Gable,Typical,Typical,PConc,Typical,Typical,Av,100,980,GasA,Good,Y,SBrkr,980,0,980,0,2,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,1,384,Typical,Typical,Paved,0,0,0,0,No_Pool,No_Fence,None,0,10,2006,WD ,Normal,D
2698,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,82,12375,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_and_Half_Fin,Average,Average,1951,1951,Gable,Typical,Fair,CBlock,Typical,Typical,No,477,806,GasA,Typical,Y,SBrkr,1081,341,1422,1,1,3,1,Typical,7,Typ,1,Typical,Detchd,1,288,Typical,Typical,Paved,0,0,0,0,No_Pool,Good_Wood,None,0,6,2006,WD ,Normal,D
2734,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,78,7800,Pave,No_Alley_Access,Regular,Bnk,AllPub,OneFam,Two_Story,Average,Very_Good,1948,2002,Gable,Typical,Good,CBlock,Typical,Good,No,293,896,GasA,Excellent,Y,SBrkr,1112,896,2008,1,3,3,1,Excellent,8,Typ,0,No_Fireplace,Attchd,1,230,Typical,Typical,Paved,0,0,0,0,No_Pool,No_Fence,None,0,8,2006,WD ,Normal,B
1934,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,66,8923,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Average,Good,1953,2006,Gable,Typical,Typical,CBlock,Typical,Typical,No,365,1008,GasA,Good,Y,SBrkr,1008,0,1008,1,1,2,1,Good,6,Typ,0,No_Fireplace,Attchd,1,240,Typical,Typical,Paved,18,0,0,0,No_Pool,No_Fence,None,0,5,2007,WD ,Normal,D
750,Two_Story_1945_and_Older,Residential_Medium_Density,50,2500,Pave,Paved,Regular,Lvl,AllPub,OneFam,Two_Story,Good,Very_Good,1915,2005,Gable,Good,Typical,PConc,Typical,Typical,No,611,910,GasA,Excellent,Y,SBrkr,916,910,1826,1,1,4,1,Excellent,7,Min2,1,Good,Attchd,1,164,Fair,Fair,Paved,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,D
2492,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,8638,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,One_Story,Average,Above_Average,1963,1963,Gable,Typical,Typical,PConc,Typical,Typical,No,744,925,GasA,Good,Y,SBrkr,925,0,925,1,1,2,1,Typical,5,Typ,0,No_Fireplace,Detchd,2,484,Typical,Typical,Paved,74,0,0,0,No_Pool,No_Fence,None,0,10,2006,WD ,Normal,D
551,Duplex_All_Styles_and_Ages,Residential_Low_Density,75,8250,Pave,No_Alley_Access,Regular,Lvl,AllPub,Duplex,Two_Story,Above_Average,Good,1981,1981,Gable,Typical,Typical,Slab,No_Basement,No_Basement,No_Basement,0,0,GasA,Typical,Y,SBrkr,964,918,1882,0,2,4,2,Typical,8,Typ,2,Typical,Attchd,2,612,Typical,Typical,Paved,0,0,0,0,No_Pool,No_Fence,None,0,5,2009,WD ,Normal,D
1113,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,74,13253,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,One_Story,Good,Average,2006,2006,Gable,Good,Typical,PConc,Excellent,Typical,No,482,1578,GasA,Good,Y,SBrkr,1578,0,1578,1,2,3,1,Good,7,Typ,1,Good,Attchd,3,642,Typical,Typical,Paved,26,0,0,0,No_Pool,No_Fence,None,0,5,2008,WD ,Normal,B
1636,Two_Story_1946_and_Newer,Residential_Low_Density,98,12328,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,Two_Story,Very_Good,Average,2005,2005,Hip,Good,Typical,PConc,Excellent,Typical,Mn,163,1149,GasA,Excellent,Y,SBrkr,1164,1377,2541,1,3,4,1,Excellent,10,Typ,1,Good,BuiltIn,3,729,Typical,Typical,Paved,32,0,0,0,No_Pool,No_Fence,None,0,7,2007,WD ,Normal,A
629,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,0,12513,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,One_and_Half_Fin,Below_Average,Below_Average,1920,2007,Gable,Typical,Good,BrkTil,Typical,Fair,No,715,715,GasA,Good,Y,SBrkr,1281,457,1738,0,2,4,1,Typical,7,Typ,1,Good,Attchd,1,368,Typical,Typical,Paved,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,E
1297,One_Story_1945_and_Older,Residential_Medium_Density,60,6756,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Average,Above_Average,1910,1950,Mansard,Typical,Typical,BrkTil,Typical,Good,No,481,481,GasA,Typical,N,FuseA,899,0,899,0,1,2,1,Typical,5,Typ,0,No_Fireplace,Detchd,1,200,Fair,Typical,Partial_Pavement,0,96,0,0,No_Pool,No_Fence,None,0,9,2008,WD ,Normal,E
2707,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,8414,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Above_Average,Very_Good,1963,2003,Hip,Typical,Typical,CBlock,Typical,Typical,No,396,1059,GasA,Typical,Y,SBrkr,1068,0,1068,0,1,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,1,264,Typical,Typical,Paved,0,0,0,0,No_Pool,Minimum_Privacy,None,0,2,2006,WD ,Normal,D
2575,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,11600,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Above_Average,Average,1960,1960,Hip,Typical,Typical,CBlock,Typical,Typical,No,818,1383,GasA,Typical,Y,SBrkr,1383,0,1383,0,1,3,1,Typical,7,Typ,0,No_Fireplace,Attchd,1,292,Typical,Typical,Paved,45,0,0,0,No_Pool,No_Fence,None,0,4,2006,WD ,Normal,D
1053,Two_Story_1946_and_Newer,Residential_Low_Density,67,14948,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,Two_Story,Excellent,Average,2008,2008,Hip,Excellent,Typical,PConc,Excellent,Typical,Av,122,1452,GasA,Excellent,Y,SBrkr,1476,1237,2713,1,2,3,1,Excellent,11,Typ,1,Good,Attchd,3,858,Typical,Typical,Paved,66,0,0,0,No_Pool,No_Fence,None,0,11,2008,New,Partial,A
2896,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,50,8049,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,One_Story,Good,Average,1990,1990,Hip,Typical,Typical,CBlock,Good,Typical,No,256,1309,GasA,Typical,Y,SBrkr,1339,0,1339,1,2,2,1,Typical,6,Typ,1,Typical,Attchd,2,484,Good,Good,Paved,58,0,90,0,No_Pool,No_Fence,None,0,7,2006,WD ,Normal,C
187,One_Story_1946_and_Newer_All_Styles,Residential_Medium_Density,90,7407,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Above_Average,Good,1957,1996,Gable,Typical,Typical,CBlock,Typical,Typical,No,312,912,GasA,Typical,Y,FuseA,1236,0,1236,1,1,2,1,Typical,6,Typ,0,No_Fireplace,Attchd,2,923,Typical,Typical,Paved,158,158,0,0,No_Pool,Minimum_Privacy,None,0,4,2010,WD ,Normal,D
686,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60,8064,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_and_Half_Fin,Above_Average,Good,1948,1994,Gable,Typical,Typical,CBlock,Typical,Typical,No,744,864,GasA,Typical,Y,SBrkr,1064,0,1495,0,1,3,1,Typical,6,Typ,0,No_Fireplace,Detchd,2,576,Typical,Typical,Paved,36,0,0,0,No_Pool,No_Fence,None,0,8,2009,COD,Abnorml,D
1178,One_Story_PUD_1946_and_Newer,Residential_Low_Density,38,14963,Pave,No_Alley_Access,Moderately_Irregular,Lvl,AllPub,TwnhsE,One_Story,Very_Good,Average,1996,1996,Gable,Good,Typical,PConc,Good,Typical,No,474,1260,GasA,Excellent,Y,SBrkr,1288,0,1288,1,1,1,1,Excellent,4,Typ,2,Good,Attchd,2,500,Typical,Typical,Paved,30,0,224,0,No_Pool,No_Fence,None,0,12,2008,WD ,Normal,B
1193,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,72,8872,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Average,Very_Good,1965,2008,Gable,Typical,Typical,CBlock,Typical,Typical,No,317,912,GasA,Excellent,Y,SBrkr,912,0,912,1,1,2,1,Good,5,Typ,0,No_Fireplace,Detchd,2,576,Typical,Typical,Paved,240,0,0,0,No_Pool,No_Fence,None,0,12,2008,WD ,Normal,D
148,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60,8382,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_and_Half_Fin,Below_Average,Average,1956,1956,Gable,Typical,Typical,CBlock,Typical,Typical,No,832,832,GasA,Typical,Y,FuseA,832,505,1337,0,1,3,1,Typical,5,Typ,0,No_Fireplace,Attchd,1,263,Typical,Typical,Paved,0,0,0,0,No_Pool,No_Fence,None,0,2,2010,WD ,Normal,E
602,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,9450,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,One_Story,Below_Average,Average,1957,1957,Gable,Typical,Typical,CBlock,Typical,Typical,No,265,1040,GasA,Typical,Y,SBrkr,1362,0,1362,1,1,3,1,Typical,6,Typ,1,Good,Attchd,3,768,Typical,Typical,Paved,0,84,0,0,No_Pool,Minimum_Privacy,None,0,5,2009,WD ,Normal,D
